Step,PPL
30000,8.44
30500,8.39
31000,8.34
31500,8.39
32000,8.23
32500,8.19
33000,8.33
33500,8.33
34000,8.33
34500,8.27
35000,8.24
35500,8.20
36000,8.12
36500,8.11
37000,8.25
37500,8.27
38000,8.13
38500,8.23
39000,8.10
39500,8.11
40000,8.15
40500,8.01
